paperId,title,abstract,year,openAccessPdf,authors;;;;;;
"ffb83fa1978d48a5d39a679869a427c0773fc8f2,A collaborative filtering recommender system with randomized learning rate and regularized parameter,Recommender systems with the approach of collaborative filtering by using the algorithms of machine learning gives better optimized results. But selecting the appropriate learning rate and regularized parameter is not an easy task. RMSE changes from one set of these values to others. The best set of these parameters has to be selected so that the RMSE must be optimized. In this paper we proposed a method to resolve this problem. Our proposed system selects appropriate learning rate and regularized parameter for given data.,2016,""{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICCTAC.2016.7567331?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICCTAC.2016.7567331, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2227455961', 'name': 'V. R. Murali'}, {'authorId': '2227575544', 'name': 'Krishna Rao'}, {'authorId': '2005041236', 'name': 'Hsiang-Yu Fu'}, {'authorId': '2111752193', 'name': 'Yu'}, {'authorId': '1793529', 'name': 'Cho-Jui Hsieh'}, {'authorId': '3422911', 'name': 'Si Si'}, {'authorId': '2227407680', 'name': 'Dhillon I'}]""";;;;;;
"7b98e102c73737fd6021346ef1c052408d741022,Hybrid Movie Recommendation System Using Machine Learning,""Every year new movies are released with a varied story-line or a genre which could be of potential interest to viewers. Various online movie or video streaming platforms can keep the customers engaged by recommending movies of the viewer’s preference. A key research challenge for Recommender engines is make more targeted recommendations. This paper presents Filtering approaches including Content-based, which recommends items (movies) to the user (viewer) based on their previous history/ preferences and Collaborative-based which uses opinions and actions of other similar users (viewers) to recommend items (movies). In Collaborative filtering, User-based, Item based, SVD, and SVD++ algorithms have been implemented and the performance evaluated. Finally, a hybrid recommendation engine that stacks both the Content-based and SVD filtering models is shown to have optimal performance and improved movie recommendations to retain active viewer engagement with the service."",2021,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICCICT50803.2021.9510058?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICCICT50803.2021.9510058, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '35700231', 'name': 'Sakina Salmani'}, {'authorId': '20693498', 'name': 'Sarvesh Kulkarni'}]""";;;;;;
"163c6e0d24778162136dd33c670c816d29ebc028,Offline Recommender System Evaluation: Challenges and New Directions,""Offline evaluation is an essential complement to online experiments in the selection, improvement, tuning, and deployment of recommender systems. Offline methodologies for recommender system evaluation evolved from experimental practice in Machine Learning (ML) and Information Retrieval (IR). However, evaluating recommendations involves particularities that pose challenges to the assumptions upon which the ML and IR methodologies were developed. We recap and reflect on the development and current status of recommender system evaluation, providing an updated perspective. With a focus on offline evaluation, we review the adaptation of IR principles, procedures and metrics, and the implications of those techniques when applied to recommender systems. At the same time, we identify the singularities of recommendation that require different responses, or involve specific new needs. In addition, we provide an overview of important choices in the configuration of experiments that require particular care and understanding"; discuss broader perspectives of evaluation such as recommendation value beyond accuracy;" and survey open challenges such as experimental biases, and the cyclic dimension of recommendation."",2022,""{'url': 'https://repositorio.uam.es/bitstream/10486/711245/1/offline_castells_AI_Magazine_2022.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1002/aaai.12051?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/aaai.12051, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2912921', 'name': 'P. Castells'}, {'authorId': '144448479', 'name': 'Alistair Moffat'}]""";;;;
"46654081b36e2fbbb48ba6c074d8d23ee92307f9,University Recommender System based on Student Profile using Feature Weighted Algorithm and KNN,""This article removes the recommender structure for undergrad and graduate understudies which can help with picking the best schools matching their profile. The proposed model has used different extracting techniques for scrapping the data based on student profiles who have secured the seat successfully earlier. Then, machine learning technology is used to calculate the weighted scores based upon the training and testing data. This research study has introduced the KNN and Feature weighted algorithms to display the top N comparable clients for the test clients and recommend the Top M colleges to clients from the N comparative clients. As there is a colossal course of action of data and User profile, this research work is highly intended to use Knowledge-based techniques for two unmistakable models. Case-based information recommendation is used to calculate Graduate recommendations and constant-based recommendation is used for Undergraduate proposals."",2022,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICSCDS53736.2022.9760852?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICSCDS53736.2022.9760852, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2080054338', 'name': 'N. P'}, {'authorId': '50841200', 'name': 'K. Saiteja'}, {'authorId': '2163624941', 'name': 'K. K. Ram'}, {'authorId': '101370110', 'name': 'K. Kanta'}, {'authorId': '101235114', 'name': 'S. K. Aditya'}, {'authorId': '134487214', 'name': 'M. V'}]""";;;;;;
"80932b4cd48f8d8d143d3ad14cfe14b244676ed3,Diagnosis of Chronic Diseases Based on Patients’ Health Records in IoT Healthcare Using the Recommender System,""Due to the growth of IoT applications, especially health care, the information of patients’ health records using data collection from IoT-connected devices has been considered. Biological data of patients in the health record helps to monitor the patient’s status and identify various diseases. Chronic diseases are a type of silent disease that, if not diagnosed in time, can cause irreparable damage to patients. The use of patients’ medical record data for early diagnosis of chronic diseases has recently attracted the attention of many researchers. On the other hand, the application of machine learning methods in the form of recommender systems has taken an important step in improving medical services and health care. In this paper, a medical recommender system was presented to identify and treat chronic diseases using an IoT device. In the present method, the electronic patient health record dataset that is loaded in the PhysioNet data repository has been used. In the present dataset, patients’ health records have been recorded according to the identified diseases and the physician’s diagnosis. In the proposed method, the ";;;;;;
 ;;;;;;
 K;;;;;;
 ;;;;;;
" -nearest neighbor classification method is used to identify the type of disease, and the collaborative filtering method is used to find the appropriate treatment for patients. The results of the implementation of the proposed method show that this approach, based on the use of symptom similarity among patients, has good accuracy in diagnosing and predicting chronic diseases and has provided higher results than previous methods."",2022,""{'url': 'https://downloads.hindawi.com/journals/wcmc/2022/5663001.pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1155/2022/5663001?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1155/2022/5663001, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '71108866', 'name': 'Y. A. Nanehkaran'}, {'authorId': '71020465', 'name': 'Zhu Licai'}, {'authorId': '152425934', 'name': 'Junde Chen'}, {'authorId': '9360978', 'name': 'Qiu Zhongpan'}, {'authorId': '2166000843', 'name': 'Yuan Xiaofeng'}, {'authorId': '101286632', 'name': 'Y. D. Navaei'}, {'authorId': '2087611662', 'name': 'Sajad Einy'}]""";;;;;;
"15bc5ab9de23416c375eb7b16aa9a1a3e383490a,e-Commerce Personalized Recommendation Based on Machine Learning Technology,""As e-commerce offers more and more choices for users, its structure becomes more and more complicated. Inevitably, it brings about the problem of information overload. The solution to this problem is an e-commerce personalized recommendation system using machine learning technology. People often seem confused when facing extensive information and cannot grasp the key points. This paper studies the personalized recommendation technology of e-commerce: deeply analyzes the related technologies and algorithms of the e-commerce recommendation system and proposes the latest architecture of the e-commerce recommendation system according to the current development status of the e-commerce recommendation system. The system recommends accuracy and real-time requirements and divides the system into two parts: offline mining and online recommendation and analyzes and implements the functions and technologies of each part. User-based recommender systems, collaborative filtering recommender systems, and content-based recommender systems are analyzed, respectively. The personalized recommendation cannot only quickly help customers find the required commodity information in a wide range of complex information but also can compare more commodity information to help customers to judge. However, the existing recommendation system has some problems such as the lack of recommendation personality, the reduced relevance of recommendation, and the poor timeliness of recommendation. Finally, a recommendation system that combines three recommendation algorithms is designed, and experiments are carried out. The newly designed recommendation system is compared with three different recommendation systems, and a summary and outlook are made. Based on the introduction of the relevant theories, characteristics, and mainstream technologies of personalized recommendation based on machine learning, this document presents a constructive example of a model based on the factors that influence personalized e-commerce information recommendations in the retail sector. Through questionnaire surveys, we analyze and design the influencing factors for consumers to purchase personalized products after the survey and build a project using state-of-the-art field learning techniques. Through the model to test the eight hypotheses proposed in this paper, the results show that customer income level, customer online shopping experience, commodity prices, product quality, recommendation relevance, credit evaluation, and service quality will have a significant positive impact on shopping willingness and ultimately affect the customer’s shopping behavior. e-commerce platform can use this influencing factor to establish personalized information recommendation service mode."",2022,""{'url': 'https://downloads.hindawi.com/journals/misy/2022/1761579.pdf', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1155/2022/1761579?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1155/2022/1761579, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2109356508', 'name': 'Liping Liu'}]""";;;;;;
"3f0386fe909703fb5adfe31f31e1b0a421037631,A DASH Diet Recommendation System for Hypertensive Patients Using Machine Learning,""Hypertension is becoming a serious health issue in the world. People tend to have a busy lifestyle and to adopt unhealthy diets. Due to poor eating habits, the rate of Non Communicable Diseases (NCDs) such as hypertension together with the rate of death caused by such diseases are rising. In order to promote healthy eating habits in Mauritius, the paper proposes a DASH diet recommender system that recommends healthy Mauritian diet plans to hypertensive patients. The system consists of a recommendation engine that uses techniques such as content-based filtering along with machine learning algorithms to recommend personalized diet plans to hypertensive patients based on factors such as age, user preferences about food, allergies, smoking level, alcohol level, blood pressure level and dietary intake. The system makes use of a mobile application which is handy and quick to use. Based on a survey carried out, the application has helped users to control and reduce their BP level."",2019,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICoICT.2019.8835323?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICoICT.2019.8835323, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '1396393460', 'name': 'Romeshwar Sookrah'}, {'authorId': '1396393448', 'name': 'Jaysree Devee Dhowtal'}, {'authorId': '1396393443', 'name': 'Soulakshmee Devi Nagowah'}]""";;;;;;
"5796dc2ff2211dfe67ca39efd0325b1582c1ca05,Finding with NEMO: a recommender system to forecast the next modeling operations,""Nowadays, while modeling environments provide users with facilities to specify different kinds of artifacts, e.g., metamodels, models, and transformations, the possibility of learning from previous modeling experiences and being assisted during modeling tasks remains largely unexplored. In this paper, we propose NEMO, a recommender system based on an Encoder-Decoder neural network to assist modelers in performing model editing operations. NEMO learns from past modeling activities and performs predictions employing a deep learning technique. Such an algorithm has been successfully applied in machine translation to convert a text from a language to another foreign language and vice versa. An empirical evaluation on a dataset of BPMN change-based persistent model demonstrates that the technique permits learning from existing operations and effectively predicting the next editing operations with considerably high prediction accuracy. In particular, NEMO gets 0.977 as precision/recall and 0.992 as success rate score by the best performance."",2022,""{'url': 'https://dl.acm.org/doi/pdf/10.1145/3550355.3552459', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1145/3550355.3552459?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3550355.3552459, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '37121973', 'name': 'Juri Di Rocco'}, {'authorId': '1644891552', 'name': 'Claudio Di Sipio'}, {'authorId': '2143967289', 'name': 'Phuong T. Nguyen'}, {'authorId': '2133181', 'name': 'D. D. Ruscio'}, {'authorId': '1929185', 'name': 'A. Pierantonio'}]""";;;;;;
"55a39038fd132f35696c18eba49af2c330a1f0da,Movie Recommender System Using Content-based and Collaborative Filtering,""One of the most effective and widely used applications of machine learning technologies in business is recommender systems. Machine learning algorithms from the field of artificial intelligence have recently been used in these systems. Many varieties of movies have become increasingly diverse as technology and entertainment development have advanced, leaving users perplexed as to how to choose amongst them. The main aim of a movie recommendation system is to deal with a recommender approach using data clustering and computational intelligence. This recommender system’s goal is to acquire insights based on the user ‘s choices and to achieve customer satisfaction by presenting effective findings and optimizing the time a user spends on the website or platform."",2022,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/GlobConET53749.2022.9872515?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/GlobConET53749.2022.9872515, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2184494758', 'name': 'Jurreyyah Firdaws Mohammad'}, {'authorId': '49375463', 'name': 'S. Urolagin'}]""";;;;;;
"681e2e1799a88e60516d17b334b3b218d1abb96b,Recommender system for discovery of inorganic compounds,""A recommender system based on experimental databases is useful for the efficient discovery of inorganic compounds. Here, we review studies on the discovery of as-yet-unknown compounds using recommender systems. The first method used compositional descriptors made up of elemental features. Chemical compositions registered in the inorganic crystal structure database (ICSD) were supplied to machine learning for binary classification. The other method did not use any descriptors, but a tensor decomposition technique was adopted. The predictive performance for currently unknown chemically relevant compositions (CRCs) was determined by examining their presence in other databases. According to the recommendation, synthesis experiments of two pseudo-ternary compounds with currently unknown structures were successful. Finally, a synthesis-condition recommender system was constructed by machine learning of a parallel experimental data-set collected in-house using a polymerized complex method. Recommendation scores for unexperimented conditions were then evaluated. Synthesis experiments under the targeted conditions found two yet-unknown pseudo-binary oxides."",2022,""{'url': 'https://www.nature.com/articles/s41524-022-00899-0.pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1038/s41524-022-00899-0?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1038/s41524-022-00899-0, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '48865897', 'name': 'Hiroyuki Hayashi'}, {'authorId': '1947843', 'name': 'Atsuto Seko'}, {'authorId': '2137173128', 'name': 'Isao Tanaka'}]""";;;;;;
"80a3e1d693adec7c7d094abed0e7f818f8cb5dd9,A Machine-Learning Item Recommendation System for Video Games,""Video-game players generate huge amounts of data, as everything they do within a game is recorded. In particular, among all the stored actions and behaviors, there is information on the in-game purchases of virtual products. Such information is of critical importance in modern free-to-play titles, where gamers can select or buy a profusion of items during the game in order to progress and fully enjoy their experience. To try to maximize these kind of purchases, one can use a recommendation system so as to present players with items that might be interesting for them. Such systems can better achieve their goal by employing machine learning algorithms that are able to predict the rating of an item or product by a particular user. In this paper we evaluate and compare two of these algorithms, an ensemble-based model (extremely randomized trees) and a deep neural network, both of which are promising candidates for operational video-game recommender engines. Item recommenders can help developers improve the game. But, more importantly, it should be possible to integrate them into the game, so that users automatically get personalized recommendations while playing. The presented models are not only able to meet this challenge, providing accurate predictions of the items that a particular player will find attractive, but also sufficiently fast and robust to be used in operational settings."",2018,""{'url': 'https://arxiv.org/pdf/1806.04900', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/1806.04900, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '46373253', 'name': 'Paul Bertens'}, {'authorId': '153675975', 'name': 'Anna Guitart'}, {'authorId': '2158501099', 'name': 'Pei Pei Chen'}, {'authorId': '35897158', 'name': 'Á. Periáñez'}]""";;;;;;
"7614a5ec57ff5002ccfdef42ebbd075a962a0218,The Design of Hybrid Crop Recommendation System using Machine Learning Algorithms,""Crop Recommendation System for agriculture is based on various input parameters. This paper proposes a hybrid model for recommending crops to south Indian states by considering various attributes. The recommender model is built as a hybrid model using the classifier algorithm such as Naive Bayes, J48 and association rules. Based on the appropriate parameters, the system will recommend the crop. Technologybased crop recommendation system for agriculture helps the farmers to increase the crop yield by recommending a suitable crop for their land with the help of geographic and the climatic parameters. The proposed hybrid recommender model is found to be effective in recommending a suitable crop"",2019,""{'url': 'https://doi.org/10.35940/ijitee.b7219.129219', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.35940/ijitee.b7219.129219?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.35940/ijitee.b7219.129219, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",[]";;;;;;
"096ec0e2dc58fec028697e44b1119e1c22548f69,Recommendation System for Smart LMS Using Machine Learning: A Literature Review,""This paper presents the result of Systematic Literature Review (SLR) on Recommender System (RS) topic as a preliminary toward a further study on designing a smart Learning Management System (LMS) for online learning which adopts Natural Language Processing techniques. As a foundation to a broader study on smart LMS, this study focused on analyzing prominent study reports on recommender systems in general and online learning in particular. The SLR method analyzed papers published in the range of 2013-2018. Out of the 109 papers this study analyzed indepth 42 papers. The study findings confirmed that most of RS studies still focused on e-commerce, movies, tourists, and more whose most popular RS methods were collaborative filtering and content base. Some studies in RS for online education were mostly focused on scheduling, recommendations for courses, books, prospective students and others. The results of this study found that there are still much opportunities to develop methods and approaches for RS in online learning. This study findings gives foundation of our future research to develop a model of conscious contextual recommendation system using Machine Learning based on smart LMS for online learning."",2018,""{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICCED.2018.00031?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICCED.2018.00031, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '11145294', 'name': 'Dina Fitria Murad'}, {'authorId': '9400166', 'name': 'Yaya Heryadi'}, {'authorId': '30995397', 'name': 'B. Wijanarko'}, {'authorId': '143724017', 'name': 'S. M. Isa'}, {'authorId': '1882065', 'name': 'W. Budiharto'}]""";;;;;;
"f5b10e92511ca81913b7e3ed130f89e926840867,Movie Recommender System,""The amount of content available on platforms like youtube, Netflix, Hulu, Disney is increasing each day. With the increasing number of available content, viewers started spending a lot of time searching for content of their likings. A good recommendation engine can save a lot of time for all the viewers while finding the content of their taste. A great recommender system avoids viewers wasting time watching trailers or movies for a few minutes and then switching to a different one as they did not like it. Without a recommendation system, a user might leave the platform if they cannot find a product or content of their taste. . Recommendation engines or recommender systems filter a large list of products, movies, or things to present only products or things that customers might be interested in. Recommender systems are machine learning systems that help us discover new products, media content, and services depending on their earlier activities."",2021,""{'url': 'https://doi.org/10.22214/ijraset.2021.32936', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.22214/IJRASET.2021.32936?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.22214/IJRASET.2021.32936, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2340455038', 'name': 'A. N. Varma'}]""";;;;;;
"0d32013656d9a926a5f6b6c7fded287cc1a57309,A Recommender System for Healthy Food Choices: Building a Hybrid Model for Recipe Recommendations using Big Data Sets,""Advances in Big Data analytics and machine learning have offered intangible benefits across many areas of one’s health. One such area is a move towards healthier lifestyle choices such as one’s diet. Recommender systems apply techniques that can filter information and narrow that information down based on user preferences or user needs and help users choose what information is relevant. Commonly adopted across e-commerce sites, social networking and entertainment industries, recommender systems can also support nutrition-based health management, offering individuals more food options, not only based on one’s preferred tastes but also on one’s dietary needs and restrictions. This research presents the design, implementation and evaluation of three recommender systems using content-based, collaborative filtering and hybrid recommendation models within the nutrition domain."",2021,""{'url': 'http://scholarspace.manoa.hawaii.edu/bitstream/10125/71074/1/0372.pdf', 'status': 'HYBRID', 'license': 'CCBYNCND', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.24251/HICSS.2021.458?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.24251/HICSS.2021.458, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '5185992', 'name': 'Pallavi Chavan'}, {'authorId': '144112422', 'name': 'Brian Thoms'}, {'authorId': '48886787', 'name': 'J. Isaacs'}]""";;;;;;
"cecde56f93738e1d2d1dcb32464881920fcb54ed,Analysis of Intelligent movie recommender system from facial expression,""The advent of machine learning provides a new angle to solver different real-time challenges in business and research applications. In general, machine learning is nothing but the greater conversion of traditional mathematics application. Machine learning models play a significant role in facial recognition applications. Facial recognition is used in many real-time applications like security systems, automated attendance, offices etc. One of the important applications of machine learning models is movie recommendation using facial detection. This has been carried out by capturing the emotion to save time of the user rather than searching individual movies. Some relevant research works are carried out based on the attentional convolutional neural (recognizes each facial micro expression) and recommender system has been implemented to provide either the movies or song based on the output received from previous input i.e. CNN. Another work implemented for facial recognition using decision trees, boosting algorithms has been proven to be very inefficient compared to CNN. So, CNN seems more appropriate to obtain the best possible accuracy. Also, the combination of both the types of recommendation system i.e. content based and collaborative filtering offers more power for recommender system."",2021,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICCMC51019.2021.9418421?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICCMC51019.2021.9418421, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2089576272', 'name': 'Shavak Chauhan'}, {'authorId': '2089476814', 'name': 'Rajdeep Mangrola'}, {'authorId': '2300310851', 'name': 'D. Viji'}]""";;;;;;
"bff82fd086cc4c04164e84064e97d978fef23c35,A Recommender System for Crowdsourcing Food Rescue Platforms,""The challenges of food waste and insecurity arise in wealthy and developing nations alike, impacting millions of livelihoods. The ongoing pandemic only exacerbates the problem. A major force to combat food waste and insecurity, food rescue (FR) organizations match food donations to the non-profits that serve low-resource communities. Since they rely on external volunteers to pick up and deliver the food, some FRs use web-based mobile applications to reach the right set of volunteers. In this paper, we propose the first machine learning based model to improve volunteer engagement in the food waste and security domain. We (1) develop a recommender system to send push notifications to the most likely volunteers for each given rescue, (2) leverage a mathematical programming based approach to diversify our recommendations, and (3) propose an online algorithm to dynamically select the volunteers to notify without the knowledge of future rescues. Our recommendation system improves the hit ratio from 44% achieved by the previous method to 73%. A pilot study of our method is scheduled to take place in the near future."",2021,""{'url': 'https://dl.acm.org/doi/pdf/10.1145/3442381.3449787', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1145/3442381.3449787?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3442381.3449787, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2110397609', 'name': 'Z. Shi'}, {'authorId': '10736111', 'name': 'Leah Lizarondo'}, {'authorId': '2067779833', 'name': 'Fei Fang'}]""";;;;;;
"40667a731593a44d4e2f9391f1d14f368321b751,Building Semantic Based Recommender System Using Knowledge Graph Embedding,""Recommendation systems are information filtering mechanisms used in E-commerce, media and entertainment industry. It essentially facilitate the customers for a better user experience by processing the content user-specific. This is known as personalization. However, though leveraged by machine learning algorithms existing recommendation systems, still suffers from the problem of cold-start and sparcity. These problems could be resolved by using knowledge graphs since it gives a semantic explanation of recommendations. Also, graph learning method overcomes the problems of manual feature extraction and is effective for feature learning in predicting tasks. In this research, we develop a semantic based recommender through link prediction in a knowledge graph. We apply graph embedding techniques for extracting the semantics of explicable recommendations. The proposed method is validated by building a knowledge graph using the MovieLens dataset. We observed that factorization based scoring functions such as HolE and DistMult provides better semantic recommendations."",2021,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICIIP53038.2021.9702632?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICIIP53038.2021.9702632, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2154100097', 'name': 'Miriyala Kartheek'}, {'authorId': '2314288', 'name': 'G. Sajeev'}]""";;;;;;
"29370a6d990ae1782974593b61804a32f13b440c,A Federated Recommender System for Online Services,""Due to privacy and security constraints, directly sharing user data between parties is undesired. Such decentralized data silo issues commonly exist in recommender systems. In general, recommender systems are data-driven. The more data it uses, the better performance it obtains. The data silo issues is a severe limitation of the recommender’s performance. Federated learning is an emerging technology, which bridges the data silos and builds machine learning models without compromising user privacy and data security. We design a recommender system based on federated learning. It is known as the federated recommender system. The system implements plenty of popular algorithms to support various online recommendation services. The algorithm implementation is open-sourced. We also deploy the system on a real-world content recommendation application, achieving significant performance improvement. In this demonstration, we present the architecture of the federated recommender system and give an online demo to show its detailed working procedures and results in content recommendations."",2020,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1145/3383313.3411528?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3383313.3411528, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2057798743', 'name': 'Ben Tan'}, {'authorId': None, 'name': 'Bo Liu'}, {'authorId': '3113725', 'name': 'V. Zheng'}, {'authorId': '153096457', 'name': 'Qiang Yang'}]""";;;;;;
"16d6a11881fa16655fc23338b5cecdd58937e104,ExMrec2vec: Explainable Movie Recommender System based on Word2vec,""According to the user profile, a recommender system intends to offer items to the user that may interest him. The recommendations have been applied successfully in various fields. Recommended items include movies, books, travel and tourism services, friends, research articles, research queries, and much more. Hence the presence of recommender systems in many areas, in particular, movies recommendations. Most current Machine Learning recommender systems serve as black boxes that do not provide the user with any insight into or justification for the system's logic. What puts users at risk of losing their confidence. Recommender systems suffer from an overload of information, which poses numerous problems, including high cost, slow data processing, and low time complexity. That is why researchers in have been using graph embeddings algorithms in the recommendation field to reduce the quantity of data, as these algorithms have been successful in the last few years. This work aims to improve the quality of recommendation and the simplicity of recommendation explanation based on the word2vec graph embeddings model. Keywords—Recommender system"; explainable artificial intelligence machine learning;" Word2vec"",2021,""{'url': 'http://thesai.org/Downloads/Volume12No8/Paper_76-ExMrec2vec_Explainable_Movie_Recommender_System.pdf', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.14569/ijacsa.2021.0120876?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.14569/ijacsa.2021.0120876, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '69524492', 'name': 'A. Samih'}, {'authorId': '2218372', 'name': 'A. Ghadi'}, {'authorId': '2934311', 'name': 'A. Fennan'}]""";;;;
